Tipo_de_identificación_del_usuario,Numero_de_Identificacion,Primer_apellido_del_usuario,Segundo_apellido_del_usuario,Primer_nombre_del_usuario,Segundo_nombre_del_usuario,Fecha_de_Nacimiento,Sexo,Edad,PESO,ciudad
CC,111299814599445445445,VELEZ,PEREZ,ANDRES,FELIPE,"1994-03-27 00:00:00",M,29,60,BOG-89
CC,102296099446446446,ESTRADA,ALVAREZ,NONE,JULIAN,"1954-05-23 00:00:00",M,68,84.3,CAL-90
CC,1088358108447447447,POTES,CIFUENTES,NONE,ISABELA,"1999-11-29 00:00:00",F,23,73,MED-91
CC,31429165448448448,GIRALDO,VERGARA,NONE,AMPARO,"1954-07-03 00:00:00",F,68,48.9,BOG-90
CC,314369951449449449,RAMIREZ,MOLINA,ISABEL,CRISTINA,"1985-09-21 00:00:00",F,37,63,CAL-91
CC,1622099199450450450,ARANGO,UTIMA,NABOR,ARCANGEL,"1967-05-08 00:00:00",M,55,67,MED-92
CC,62824899451451451,HOLGUIN,CARMONA,JORGE,MARIO,"1979-11-20 00:00:00",M,43,89.7,BOG-91
CC,6380100452452452,CASTAEDA,MONROY,RODELFI,ERNEY,"1941-07-06 00:00:00",M,81,64.8,CAL-92
CC,11129962556453453453,RESTREPO,HERRERA,YURI,MARCELA,"1987-08-01 00:00:00",F,35,52,MED-93
CC,162309990454454454,AGUDELO,HOYOS,HUGO,MAURICIO,"1976-06-22 00:00:00",M,46,88,BOG-92
CC,25599920455455455,CARDONA,JARAMILLO,LUIS,NORBERTO,"1944-06-06 00:00:00",M,78,69.2,CAL-93
CC,29156800456456456,CIFUENTES,NULL,MARIA,YOLANDA,"1969-06-07 00:00:00",F,53,62.4,MED-94
CC,31428096457457457,ARANGO,JIMENEZ,SANDRA,MILENA,"1978-08-20 00:00:00",F,44,62,BOG-93
CC,162154995458458458,CORRALES,NONE,NONE,HEVER,"1961-12-24 00:00:00",M,61,72,CAL-94
CC,292809499459459459,ARIAS,"DE RICARDO",NONE,DAMELIA,"1946-09-12 00:00:00",F,76,63.9,MED-95
CC,111299992251460460460,HENAO,ALZATE,LINA,MARCELA,"1991-02-01 00:00:00",F,32,56,BOG-94
CC,314099419461461461,DELGADO,OCHOA,NONE,MIRIAM,"1957-11-01 00:00:00",F,65,60,CAL-95
CC,111299992595462462462,LOPEZ,ZAPATA,YUDY,VANESA,"1991-02-21 00:00:00",F,32,52,MED-96
CC,31396503463463463,RANGEL,ARIAS,MARIA,RUBIELA,"1956-10-18 00:00:00",F,66,55.4,BOG-95
CC,1088018026464464464,MARIN,ALVAREZ,KAROL,ANYE,"1994-03-24 00:00:00",F,29,100,CAL-96
CC,29155625465465465,LOAIZA,"DE SALAZAR",MARIELA,SOCORRO,"1960-11-29 00:00:00",F,62,73,MED-97
CC,31418123466466466,CIFUENTES,RIOS,BEATRIZ,EUGENIA,"1971-12-24 00:00:00",F,51,61,BOG-96
CC,31428458467467467,MOLINA,GARCIA,CLAUDIA,MILENA,"1979-10-04 00:00:00",F,43,79.1,CAL-97
CC,293805999468468468,GIRALDO,"DE CAAS",MARIA,RUTH,"1944-12-07 00:00:00",F,78,57.5,MED-98
CC,14568925469469469,CASTRO,MORATO,JUVAN,MANUEL,"1983-06-10 00:00:00",M,39,71,BOG-97
CC,16214163470470470,TORRES,NAVAL,LUIS,ALBERTO,"1961-10-10 00:00:00",M,61,62.2,CAL-98
CC,29620911471471471,ARCILA,URIBE,LUZ,MARINA,"1958-03-07 00:00:00",F,65,62.6,MED-99
CC,162239933472472472,QUICENO,OROZCO,OSCAR,AUGUSTO,"1969-09-20 00:00:00",M,53,67,BOG-98
CC,389990669473473473,LOAIZA,SEPULVEDA,SANDRA,PATRICIA,"1982-04-20 00:00:00",F,40,58,CAL-99
CC,29158445474474474,RIOS,BEDOYA,NONE,LESBIA,"1977-09-14 00:00:00",F,45,69,MED-100
CC,162299964475475475,GARCIA,BOTERO,JOSE,LLOVANI,"1974-10-25 00:00:00",M,48,69,MZL-04
CC,292209942476476476,OSORIO,"DE HENAO",MARTA,INES,"1947-07-28 00:00:00",F,75,76,ARM-05
CC,942996665477477477,PATIO,JARAMILLO,LEONARDO,FABIO,"1983-12-08 00:00:00",M,39,80,MZL-05
CC,11144599168478478478,MORALES,OSORIO,KAROL,VIVIANA,"1995-04-09 00:00:00",F,27,76,ARM-06
CC,145688995479479479,ZAPATA,BERMUDEZ,HECTOR,ANDRES,"1983-07-06 00:00:00",M,39,77,MZL-06
CC,10693054990480480480,SANCHEZ,PEA,LEIDY,NATALY,"1996-04-28 00:00:00",F,26,73.9,ARM-07
CC,24991056481481481,PUERTA,MARQUEZ,NONE,HEDILBERTO,"1964-08-14 00:00:00",M,58,91.5,MZL-07
CC,31416315482482482,BEDOYA,ESCOBAR,ALBA,ROSA,"1962-08-27 00:00:00",F,60,65.8,ARM-08
CC,31404911483483483,RODAS,JARAMILLO,NONE,LETICIA,"1962-11-08 00:00:00",F,60,93.4,MZL-08
CC,98639140484484484,ECHEVERRI,MESA,EDISON,ALBERTO,"1980-01-29 00:00:00",M,43,66,ARM-09
CC,1112999959992485485485,MARULANDA,BEDOYA,NONE,SILVANA,"1992-05-07 00:00:00",F,30,101,MZL-09
CC,145995456486486486,SANTIBAEZ,ALZATE,NONE,ANDRES,"1973-12-18 00:00:00",M,49,77,ARM-10
CC,35939964487487487,PALACIO,VILLADA,ROBIN,JESUS,"1981-10-05 00:00:00",M,41,106,MZL-10
CC,314099599488488488,ESCOBAR,YEPES,OLGA,LILIA,"1960-04-15 00:00:00",F,62,64,ARM-11
CC,416453993489489489,VULFERSTHAWSKY,URREA,OLID,MARIA,"1954-05-01 00:00:00",F,68,62,MZL-11
CC,29383365490490490,VILLEGAS,LOPEZ,NONE,TERESITA,"1951-07-05 00:00:00",F,71,52,ARM-12
CC,14565221491491491,BUITRAGO,GARCIA,JOSE,ISRAEL,"1980-11-03 00:00:00",M,42,88,MZL-12
CC,1006316392492492492,LONDOO,ACEVEDO,YIZETH,LEANDRA,"2000-04-26 00:00:00",F,22,53.7,ARM-13
CC,111299998933493493493,PEREZ,RESTREPO,JOSE,MANUEL,"1993-05-16 00:00:00",M,29,105,MZL-13
CC,16224684494494494,AVILES,PALACIO,JHON,FREDY,"1969-07-23 00:00:00",M,53,112,ARM-14
CC,42061182495495495,GARCIA,RAMIREZ,MARTA,LESBIA,"1951-12-25 00:00:00",F,71,66,MZL-14
CC,164991868496496496,ACEVEDO,RAYO,GUSTAVO,JESUS,"1956-02-08 00:00:00",M,67,73.1,ARM-15
CC,31429849497497497,SANCHEZ,CASTAO,PAULA,ANDREA,"1981-01-24 00:00:00",F,42,64,MZL-15
CC,1459904199498498498,RAMIREZ,GALLEGO,NONE,FLORENTINO,"1984-09-13 00:00:00",M,38,69,ARM-16
CC,24654231499499499,ARIAS,"DE GARCIA",NONE,OLIVA,"1934-03-06 00:00:00",F,89,57,MZL-16
CC,3140995099500500500,BLANDON,MONTOYA,MARIA,CONSUELO,"1957-04-24 00:00:00",F,65,71,ARM-17
CC,10899555645501501501,VELEZ,GOMEZ,MARIA,FERNANDA,"1992-04-09 00:00:00",F,30,83,MZL-17
CC,31405498502502502,ARANGO,MORALES,ALBA,LUCIA,"1961-11-27 00:00:00",F,61,48,ARM-18
CC,43499350503503503,PALACIO,OLAYA,NONE,FRANCISNEY,"1960-10-10 00:00:00",M,62,64,MZL-18
CC,16213858504504504,CESPEDES,GARCIA,NONE,ALVARO,"1958-09-16 00:00:00",M,64,89.2,ARM-19
CC,31421403505505505,ROJAS,CARDONA,ANA,MARIA,"1972-10-16 00:00:00",F,50,58,MZL-19
CC,16212158506506506,GIRALDO,GOMEZ,NONE,GUILLERMO,"1960-04-26 00:00:00",M,62,65,ARM-20
CC,94316948507507507,GOMEZ,ZAPATA,NONE,SERGIO,"1973-07-18 00:00:00",M,49,71.7,MZL-20
CC,31405491508508508,GARCIA,GOMEZ,LIDA,PATRICIA,"1961-02-25 00:00:00",F,62,64,ARM-21
CC,62439954509509509,MEDINA,NULL,NONE,ELIECER,"1945-11-23 00:00:00",M,77,79,MZL-21
CC,648199599510510510,RIVERA,ZAPATA,MARIO,JESUS,"1964-05-26 00:00:00",M,58,62,ARM-22
CC,1113858263511511511,AGUDELO,REYES,NONE,SEBASTIAN,"2004-02-01 00:00:00",M,19,110,MZL-22
CC,18595614512512512,AGUDELO,GALEANO,JESUS,HILDEBRANDO,"1969-06-06 00:00:00",M,53,87.7,ARM-23
CC,62329990513513513,URREGO,AGUILERA,JOSE,SANTOS,"1937-09-17 00:00:00",M,85,58,MZL-23
CC,31399626514514514,LOPEZ,OSPINA,ALBA,LUCIA,"1958-04-11 00:00:00",F,64,50,ARM-24
CC,16229241515515515,TORO,MUOZ,JHON,FABER,"1973-06-07 00:00:00",M,49,66.4,MZL-24
CC,6244409516516516,GARCIA,TORO,NONE,HELI,"1947-06-19 00:00:00",M,75,65,ARM-25
CC,314359941517517517,GARCIA,ZAPATA,SANDRA,MARCELA,"1985-02-01 00:00:00",F,38,57,MZL-25
CC,1623499994518518518,RODRIGUEZ,LONDOO,NONE,EDGAR,"1978-08-18 00:00:00",M,44,82,ARM-26
CC,385804994519519519,GOMEZ,GOMEZ,CLARA,INES,"1973-12-22 00:00:00",F,49,53.7,MZL-26
CC,10935339963520520520,AGUDELO,RIOS,HERNEY,DAVID,"1987-11-29 00:00:00",M,35,99,ARM-27
CC,29449999299521521521,JARAMILLO,RODAS,ALBA,JANETH,"1959-12-20 00:00:00",F,63,54.2,MZL-27
CC,24413035522522522,GAVIRIA,RUIZ,MARIA,ANGELICA,"1963-11-19 00:00:00",F,59,65.5,ARM-28
CC,36304339523523523,PATIO,PALMA,SANDRA,MILENA,"1981-04-28 00:00:00",F,41,88,MZL-28
CC,100993899188524524524,ESCOBAR,RIOS,ANGI,DANIELA,"2000-11-17 00:00:00",F,22,49.9,ARM-29
CC,10062465399525525525,QUINTERO,MONTOYA,VICTOR,MANUEL,"2000-03-07 00:00:00",M,23,79,MZL-29
CC,10116816526526526,BURITICA,TABARES,NONE,ALVARO,"1965-01-14 00:00:00",M,58,78,ARM-30
CC,16208884527527527,AGRADO,PINO,NORBERTO,ANTONIO,"1957-10-31 00:00:00",M,65,78.7,MZL-30
CC,4380401528528528,OSPINA,DUQUE,NONE,RAUL,"1970-07-20 00:00:00",M,52,57,ARM-31
CC,31403841529529529,RESTREPO,PULGARIN,LUZ,AMPARO,"1959-11-02 00:00:00",F,63,81,MZL-31
CC,16220113530530530,TOBON,AGUDELO,NONE,HERNANDO,"1966-04-07 00:00:00",M,56,72,ARM-32
CC,16232900531531531,RODRIGUEZ,GOMEZ,NONE,RODRIGO,"1977-08-10 00:00:00",M,45,84,MZL-32
CC,314215996532532532,TABARES,MARIN,MARIA,ESMERALDA,"1974-04-12 00:00:00",F,48,83,ARM-33
CC,213869940533533533,GARCIA,CORREA,BEATRIZ,HELENA,"1958-08-10 00:00:00",F,64,72.4,MZL-33
CC,1114399282534534534,GIRALDO,CORRALES,LEIDY,JOHANA,"1989-02-13 00:00:00",F,34,68.9,ARM-34
CC,1114089345535535535,GIRALDO,GOMEZ,NONE,ALEXANDRA,"1987-06-04 00:00:00",F,35,66.4,MZL-34
CC,9992888536536536,ESTRADA,ARROYAVE,JORGE,OCTAVIO,"1968-01-03 00:00:00",M,55,59,ARM-35
CC,11129964255537537537,SERNA,VARGAS,MARIA,FERNANDA,"1988-05-02 00:00:00",F,34,82,MZL-35
CC,420026999538538538,BERMUDEZ,ESCOBAR,MARIA,AMPARO,"1957-07-22 00:00:00",F,65,87,ARM-36
CC,29394605539539539,AGUIRRE,GOMEZ,NONE,LUCY,"1964-07-30 00:00:00",F,58,71.4,MZL-36
CC,111299699504540540540,GIRALDO,AGUDELO,ANDRES,FELIPE,"1988-12-25 00:00:00",M,34,73,ARM-37
CC,29156816541541541,MARIN,JARAMILLO,MARIA,LILIANA,"1969-01-17 00:00:00",F,54,68,MZL-37
CC,11129993999542542542,TOBON,MARIN,NONE,ISABELLA,"1999-08-10 00:00:00",F,23,70,ARM-38
CC,31411960543543543,LOPEZ,PATIO,GLORIA,ELENA,"1967-09-13 00:00:00",F,55,63,MZL-38
CC,31414612544544544,MARTINEZ,LONDOO,MARIA,ISABEL,"1969-07-30 00:00:00",F,53,99,ARM-39
CC,1112999919986545545545,LLANOS,OROZCO,MARIA,FERNANDA,"1990-12-05 00:00:00",F,32,52,MZL-39
CC,11129965238546546546,GIRALDO,OSORIO,JOHAN,MAURICIO,"1988-09-16 00:00:00",M,34,68,ARM-40
CC,16226010547547547,GOMEZ,ASITIMBAY,NONE,ADOLFO,"1969-06-19 00:00:00",M,53,51,MZL-40
CC,162063699548548548,MONTOYA,OBANDO,JOSE,RICAURTE,"1951-04-18 00:00:00",M,71,75,ARM-41
CC,311359986549549549,FRANCO,"DE BALDION",NONE,LEONILDE,"1949-07-14 00:00:00",F,73,63,MZL-41
CC,439249999550550550,COLORADO,CALVO,ABIECER,ANTONIO,"1955-03-20 00:00:00",M,68,73.4,ARM-42
CC,314299165551551551,MOSQUERA,VALENCIA,NONE,LUCELLY,"1978-09-06 00:00:00",F,44,74,MZL-42
CC,291599402552552552,CARMONA,BUITRAGO,MARIA,CARMEN,"1961-10-29 00:00:00",F,61,64,ARM-43
PT,1366915553553553,MORENO,SUAREZ,JANETH,COROMOTO,"1978-10-15 00:00:00",F,44,98,MZL-43
CC,6119251554554554,JIMENEZ,CASTRILLON,NONE,SOEL,"1980-08-28 00:00:00",M,42,124,ARM-44
CC,314221999555555555,TAFUR,MARLES,MARIA,ELENA,"1974-01-13 00:00:00",F,49,76.2,MZL-44
CC,19233139556556556,LOPERA,OCHOA,NONE,JORGE,"1953-11-17 00:00:00",M,69,79,ARM-45
CC,14565339557557557,GARCIA,MARIN,JOHNNIER,ALEXANDER,"1980-10-31 00:00:00",M,42,108.3,MZL-45
CC,111299829900558558558,ZAPATA,PULGARIN,NONE,ALIRIO,"1994-08-04 00:00:00",M,28,82,ARM-46
CC,162291399559559559,PIEDRAHITA,GIRALDO,JHON,HENRY,"1974-09-17 00:00:00",M,48,71,MZL-46
CC,10254023560560560,RESTREPO,VILLADA,FRANCISCO,JAVIER,"1961-10-12 00:00:00",M,61,62,ARM-47
CC,111299900399561561561,SANCHEZ,GONZALEZ,"INGRID ",JULIETH,"1997-07-21 00:00:00",F,25,60,MZL-47
CC,314041998562562562,MARIN,GUTIERREZ,"MARIA ",ELENA,"1959-12-02 00:00:00",F,63,65.5,ARM-48
CC,31406125563563563,VALENCIA,LEMOS,"LUISA ",MARINA,"1962-04-05 00:00:00",F,60,94,MZL-48
CC,29366931564564564,OCAMPO,"VIUDA DE AGUDELO","ANA ",JULIA,"1927-07-14 00:00:00",F,95,42,ARM-49
CC,62399909565565565,ARANGO,CAMACHO,NONE,ALEXANDER,"1979-07-07 00:00:00",M,43,81,MZL-49
CC,31411109566566566,FRANCO,MARIN,"MARIA ",LILIANA,"1966-10-03 00:00:00",F,56,63,ARM-50
CC,1006320636567567567,DURAN,VALENCIA,"YESSICA ",MARCELA,"1998-01-24 00:00:00",F,25,68.3,MZL-50
CC,16224361568568568,TAMAYO,ZULUAGA,"JAIME ",ENRIQUE,"1970-05-16 00:00:00",M,52,103.9,ARM-51
CC,31433868569569569,PARRA,TANGARIFE,"ERICKA ",MILENA,"1983-09-29 00:00:00",F,39,92,MZL-51
CC,1059446499570570570,SEPULVEDA,IDARRAGA,"CRISTIAN ",FERNEY,"1988-12-14 00:00:00",M,34,65,ARM-52
CC,16206609571571571,GONZALEZ,NAVARRO,NONE,WILLIAM,"1955-06-01 00:00:00",M,67,62,MZL-52
CC,16203652572572572,BETANCOURT,GARCIA,"OMAR ",JESUS,"1951-09-24 00:00:00",M,71,78,ARM-53
CC,1621999915573573573,SALAZAR,MALDONADO,NONE,WILSON,"1964-03-30 00:00:00",M,59,87.9,MZL-53
CC,42056150574574574,GRANADA,SOTO,"LUZ ",EUGENIA,"1958-04-14 00:00:00",F,64,79,ARM-54
CC,13468194575575575,RODRIGUEZ,GALEANO,NONE,BENJAMIN,"1963-05-12 00:00:00",M,59,66,MZL-54
CC,38868850576576576,SANCHEZ,ARENAS,"MARTHA ",MILENA,"1968-01-11 00:00:00",F,55,59.7,ARM-55
CE,12248499577577577,ARCINIEGA,STARKE,"RENE ",LIBORIO,"1953-01-08 00:00:00",M,70,64,MZL-55
CC,986991092578578578,RAMIREZ,VILLEGAS,"NESTOR ",RAUL,"1979-10-01 00:00:00",M,43,88,ARM-56
CC,995035510579579579,MUOZ,NULL,"NELSON ",IVAN,"1963-02-10 00:00:00",M,60,56,MZL-56
CC,669953188580580580,TORO,LOPEZ,"DIANA ",MARIA,"1979-03-09 00:00:00",F,44,77,ARM-57
CC,291381993581581581,GONZALEZ,CUELLAR,"YULY ",ANDREA,"1983-08-17 00:00:00",F,39,71,MZL-57
CC,41932358582582582,LOPEZ,MARTINEZ,"FRANCY ",MILENA,"1975-03-21 00:00:00",F,48,69,ARM-58
CC,31405568583583583,VALENCIA,"DE PERDOMO","LUZ ",MARINA,"1955-11-25 00:00:00",F,67,61,MZL-58
CC,162299829584584584,TOVAR,GUTIERREZ,NONE,MAURICIO,"1973-06-19 00:00:00",M,49,70.7,ARM-59
CC,100589963585585585,GIRALDO,OSPINA,"JUAN ",ALBEIRO,"1946-09-09 00:00:00",M,76,85,MZL-59
CC,1004911035586586586,VEGA,CASTAEDA,"LEIDY ",MARIANA,"2001-07-18 00:00:00",F,21,70,ARM-60
CC,434899521587587587,ZAPATA,CARTAGENA,"ANGELA ",PATRICIA,"1968-04-09 00:00:00",F,54,63,MZL-60
CC,313980992588588588,OLAYA,VILLA,NONE,OLGA,"1953-11-15 00:00:00",F,69,77,ARM-61
CC,995001109589589589,DUQUE,RAMIREZ,NONE,EDILBERTO,"1965-11-18 00:00:00",M,57,61,MZL-61
CC,16218128590590590,CARDONA,PATIO,"ALVENY ",JESUS,"1965-02-13 00:00:00",M,58,78.1,ARM-62
CC,3023399999591591591,GUERRERO,CARDENAS,"ALEJANDRA ",YISENIA,"1982-09-04 00:00:00",F,40,63.5,MZL-62
CC,34055916592592592,AMAYA,POSADA,"MARIA ",EUGENIA,"1955-07-10 00:00:00",F,67,59,ARM-63
CC,31894236593593593,GARCIA,AGUDELO,"MARIA ",YOLANDA,"1962-08-03 00:00:00",F,60,93.4,MZL-63
CC,162193499594594594,TORRES,PALACIO,NONE,ROBERTO,"1966-02-26 00:00:00",M,57,96,ARM-64
CC,29466460595595595,ARISTIZABAL,"DE GUERRERO","ANA ",ISABEL,"1935-06-02 00:00:00",F,87,67.9,MZL-64
CC,263861599596596596,VARGAS,ZAPATA,"ANA ",LUCIA,"1965-11-27 00:00:00",F,57,69,ARM-65
PT,1326463597597597,GUAICARA,ESPINOZA,"CRISTHIAN ",JOSE,"1990-07-28 00:00:00",M,32,62,MZL-65
CC,111299851199598598598,MARTINEZ,ARIAS,"MARIA ",ALEJANDRA,"1995-07-14 00:00:00",F,27,60,ARM-66
PT,49909245599599599,FARFAN,PEREZ,"ROSANGELA ",EMPERATRIZ,"1985-09-07 00:00:00",F,37,77.3,MZL-66
CC,9998013899600600600,BOLIVAR,LOPEZ,"NELSON ",ALFREDO,"1976-08-07 00:00:00",M,46,97,ARM-67
CC,31401816601601601,VILLEGAS,NULL,NONE,MYRIAM,"1960-02-20 00:00:00",F,63,49,MZL-67
CC,4859815602602602,AGUDELO,ARBOLEDA,"LUIS ",CARLOS,"1961-08-24 00:00:00",M,61,80,ARM-68
CC,31435250603603603,ECHEVERRI,JIMENEZ,"CLAUDIA ",MARCELA,"1984-10-11 00:00:00",F,38,61,MZL-68
CC,809916364604604604,RESTREPO,GAVIRIA,"CARLOS ",ALBERTO,"1983-04-11 00:00:00",M,39,70,ARM-69
CC,14568639605605605,MUOZ,QUICENO,NONE,OSWALDO,"1983-05-27 00:00:00",M,39,71.8,MZL-69
CC,293998922606606606,NIETO,GARCIA,NONE,MORELIA,"1943-05-13 00:00:00",F,79,49.8,ARM-70
CC,3141999993607607607,GOMEZ,HERRERA,"OLGA ",LUCIA,"1972-07-15 00:00:00",F,50,58.5,MZL-70
CC,29624688608608608,MOLINA,ARROYAVE,"DIANA ",CAROLINA,"1983-10-08 00:00:00",F,39,60,ARM-71
CC,11129993696609609609,ORTIZ,CARDENAS,NONE,NATALIA,"1999-06-26 00:00:00",F,23,55,MZL-71
CC,16222820610610610,PELAEZ,GRISALES,"JOHN ",JAIRO,"1968-01-02 00:00:00",M,55,61,ARM-72
CC,145991663611611611,PEREZ,FRANCO,"GUSTAVO ",ADOLFO,"1985-04-26 00:00:00",M,37,90,MZL-72
CC,23619819612612612,LEIVA,ROJAS,NONE,BENEDICTA,"1948-01-06 00:00:00",F,75,46,ARM-73
CC,299981316613613613,ARBOLEDA,ROSERO,"RUTH ",CECILIA,"1966-07-27 00:00:00",F,56,54,MZL-73
CC,69021894614614614,CORTES,VALLEJO,"MONICA ",SENEIDA,"1982-07-30 00:00:00",F,40,70.5,ARM-74
CC,10106665615615615,SALAZAR,GOMEZ,"MANUEL ",JOSE,"1962-04-09 00:00:00",M,60,97,MZL-74
CC,14566034616616616,PIEDRAHITA,GAMBOA,"JHONNYER ",RODRIGO,"1981-06-29 00:00:00",M,41,101,ARM-75
PT,51899156617617617,PEREZ,MARQUEZ,"JEAN ",CARLOS,"1988-07-12 00:00:00",M,34,67,MZL-75
CC,24321545618618618,CASTAEDA,RUIZ,NONE,IRENE,"1958-04-21 00:00:00",F,64,83,ARM-76
CC,10226922619619619,ARROYAVE,NONE,NONE,SILVIO,"1952-03-26 00:00:00",M,71,71,MZL-76
CC,111299992602620620620,ORTIZ,TAMAYO,"LAURA ",MELISSA,"1991-03-15 00:00:00",F,32,70,ARM-77
CC,24990592621621621,RAMIREZ,PALACIO,"LEON ",DARIO,"1962-04-05 00:00:00",M,60,73,MZL-77
CC,25034605622622622,SERNA,MARULANDA,"MARIA ",ARACELLY,"1949-05-13 00:00:00",F,73,45,ARM-78
CC,4019999864623623623,LOPEZ,FRANCO,"BLANCA ",ESTRELLA,"1959-04-29 00:00:00",F,63,54.5,MZL-78
CC,2984996299624624624,HERNANDEZ,"DE OROZCO","MARIA ",LUZMILA,"1941-04-28 00:00:00",F,81,51,ARM-79
CC,1053804566625625625,PINO,RESTREPO,NONE,SANTIAGO,"1990-08-14 00:00:00",M,32,107,MZL-79
CC,31418151626626626,ACEVEDO,UPEGUI,NONE,MERY,"1965-12-14 00:00:00",F,57,67,ARM-80
CC,11129958151627627627,ARIAS,GRAJALES,OSCAR,EDUARDO,"1986-01-04 00:00:00",M,37,88,MZL-80
CC,1088262439628628628,AGUDELO,CESPEDES,LISBETH,MARCELA,"1988-08-30 00:00:00",F,34,68,ARM-81
CC,11069984081629629629,LOMBANA,MEDINA,NONE,YILMER,"1994-07-12 00:00:00",M,28,68.2,MZL-81
CC,111823990299630630630,AGUDELO,PINEDA,CARLOS,ANDRES,"1996-07-20 00:00:00",M,26,53.4,ARM-82
CC,31420543631631631,AGUIRRE,SERNA,NONE,MILLERLAY,"1972-11-30 00:00:00",F,50,66,MZL-82
CC,1114148488632632632,AGUDELO,SUAZA,SARA,MELISSA,"2004-03-05 00:00:00",F,19,82.3,ARM-83
CC,669968232633633633,ERAZO,MUOZ,LUZ,ELENA,"1969-01-01 00:00:00",F,54,68,MZL-83
CC,629951990634634634,RESTREPO,QUINCHIA,EDUARDO,ANTONIO,"1966-09-18 00:00:00",M,56,65,ARM-84
CC,10490208635635635,PEREZ,GUTIERREZ,NONE,ARLES,"1975-11-11 00:00:00",M,47,89,MZL-84
CC,11138990419636636636,GUTIERREZ,RAMIREZ,NONE,SANTIAGO,"2004-03-21 00:00:00",M,19,86,ARM-85
CC,11129982312637637637,PEREZ,AYALA,ASHLYN,VIVIANA,"1994-07-17 00:00:00",F,28,68.4,MZL-85
CC,1116432565638638638,MOSQUERA,NOGUERA,MIRIAN,FERNANDA,"1996-01-03 00:00:00",F,27,66,BOG-01
CC,25181099639639639,CORREA,RESTREPO,SANDRA,PATRICIA,"1982-12-01 00:00:00",F,40,51,CTN-06
CC,11129994694640640640,GALLEGO,OSORIO,NONE,DANIELA,"1999-10-06 00:00:00",F,23,64.9,BOG-02
CC,16216046641641641,RESTREPO,JARAMILLO,NONE,JAIRO,"1963-02-21 00:00:00",M,60,78.7,CTN-07
CC,10199208238642642642,JIMENEZ,OSPINA,HECTOR,ALONSO,"1993-02-24 00:00:00",M,30,56,BOG-03
CC,24512304643643643,RODRIGUEZ,NONE,DORA,LILIA,"1973-08-04 00:00:00",F,49,85,CTN-08
CC,1003889034644644644,RENDON,MOSQUERA,YEILER,ANDRES,"2000-08-04 00:00:00",M,22,83,BOG-04
CC,111299999398645645645,CHAVERRA,DIAZ,KAREN,YULIANA,"1993-05-23 00:00:00",F,29,95,CTN-09
CC,26386642646646646,ORREGO,BENJUMEA,MARIA,DURFARI,"1975-03-08 00:00:00",F,48,53,BOG-05
CC,313999538647647647,DUQUE,LLANO,OLGA,LUCIA,"1955-02-05 00:00:00",F,68,55,CTN-10
CC,16639251648648648,GIRALDO,MEJIA,JORGE,DURFAY,"1958-06-10 00:00:00",M,64,82,BOG-06
CC,11141485995649649649,RIVAS,REYES,NONE,SANTIAGO,"2004-04-20 00:00:00",M,18,70,CTN-11
CC,1113858260650650650,LOPEZ,DOMINGUEZ,KELLY,FABIANA,"2004-01-14 00:00:00",F,19,45.6,BOG-07
CC,11129988164651651651,GUTIERREZ,JORDAN,NONE,DANIELA,"1996-09-12 00:00:00",F,26,72.4,CTN-12
CC,16210829652652652,VELEZ,SERNA,WILLIAM,JESUS,"1959-06-27 00:00:00",M,63,92,BOG-08
CC,94351044653653653,CORREA,CASTRILLON,JHON,FREDY,"1975-08-12 00:00:00",M,47,116,CTN-13
CC,1114819599654654654,OSPINA,REYES,NONE,STEFHANIA,"1989-04-29 00:00:00",F,33,63.7,BOG-09
PT,699288199655655655,NARVAEZ,ANDRADE,RINA,ROMINA,"1986-06-28 00:00:00",F,36,75,CTN-14
CC,162225995656656656,GIRALDO,GUERRERO,JHON,FREDY,"1968-06-25 00:00:00",M,54,79,BOG-10
CC,31426323657657657,AGUDELO,RIOS,LUZ,ENYTH,"1978-08-28 00:00:00",F,44,50,CTN-15
CC,29382626658658658,VELEZ,ORREGO,CARMEN,ELENA,"1952-03-24 00:00:00",F,71,60,BOG-11
CC,16210034659659659,GUANES,LOPEZ,NONE,ALBERTO,"1959-03-15 00:00:00",M,64,64,CTN-16
CC,32521942660660660,SANCHEZ,RAMIREZ,NONE,OLIVA,"1953-11-04 00:00:00",F,69,62.4,BOG-12
CC,1113858492661661661,MONTOYA,SERNA,LUZ,DAHIANA,"2004-05-10 00:00:00",F,18,43,CTN-17
CC,313999345662662662,GRAJALES,CARDONA,MARIA,ESPERANZA,"1954-10-14 00:00:00",F,68,56,BOG-13
CC,31496610663663663,CHICA,CORTES,MARIA,LILIANA,"1966-12-19 00:00:00",F,56,59.2,CTN-18
CC,11129984690664664664,GARCIA,PATIO,OSWALDO,ANDRES,"1995-04-16 00:00:00",M,27,81,BOG-14
CC,1114148549665665665,LLANOS,TORO,NONE,SANTIAGO,"2004-04-19 00:00:00",M,18,66,CTN-19
CC,29383936666666666,RIVERA,NONE,LUZ,MARY,"1951-07-25 00:00:00",F,71,61,BOG-15
CC,162109995667667667,ARIAS,ALZATE,DIEGO,ALONSO,"1957-09-10 00:00:00",M,65,69.5,CTN-20
CC,98665320668668668,LOPEZ,SOTO,JOSE,MAURICIO,"1978-07-17 00:00:00",M,44,101,BOG-16
